SubID,CS2minusUSminus_early,CS2minusUSminus_late,CS2plusUSplus_early,CS2plusUSplus_late,CS1minusUSminus_early,CS1minusUSminus_late,CS1plusUSplus_early,CS1plusUSplus_late
906,0.000750449980789394,0.0358255601116683,-0.00733676780664478,0.0250310623259011,-0.00513513137202613,0.0309810613667481,-0.00179524593768907,0.0373291963073041
907,0.00193443393496195,0.0482404303374283,-0.0116935778705601,0.00622528324081251,0.0283824635322872,0.0210719111710984,-0.0167744475146721,-0.0140487831121003
908,0.0167019005874319,0.0117265362065086,-0.00695001463706722,0.0147988434105835,0.0087954006625383,0.00238506927322796,-0.0225718761452361,0.00823042687353925
909,-0.00838873945316025,-0.00908053688019638,-0.00333429243482972,-0.00323502379185597,0.0279330756751457,0.00367563362422664,0.00805580586706513,0.00298255378551853
910,0.0128911943732835,0.00807479590988798,-0.00199469663019002,-0.026820419503792,-0.0133705365889669,0.0413964381060655,0.00421007603442359,0.00639260400171073
911,0.027580617698861,0.0377254171960782,-0.0421473204319382,-0.00694837161629597,0.0334459345846952,0.0501738326486748,-0.0424873407334124,-0.0211615032750327
912,0.0720307621050219,0.00575383745611888,0.0510833914516191,0.00343076919660219,0.0555703529936538,0.000533912367987589,0.0569077033685519,0.00621470852682442
913,0.0319073324275231,-0.00319518392189561,0.0405962720043609,-0.023129820916154,0.0630481076238344,-0.0206817438554428,0.0625962697638785,-0.0913682213799394
915,-0.00873383105051097,-0.00613733251686905,0.0139701895138321,-0.059749561157459,-0.012736143732867,0.011583759152787,0.0201971385508411,-0.038283555828991
916,0.0316145719411772,0.0229198208959592,0.0248767926602089,0.000975006071688239,0.0117117569404165,0.0357518990729211,0.00841373677150145,0.00781663697718579
917,-0.00480442070419966,0.00948011806464814,0.00657023999108168,-0.00624759968307066,0.00373634355424885,-0.00593192444553196,0.000663986473526855,-0.013217782046009
918,0.0361389544997676,0.0240104884606022,0.026362389794977,-0.00408895219012571,0.0264128382614042,-0.00660587733172458,0.0395620850506342,-0.0247747859644052
919,0.0514997155710518,0.0700981948513446,0.00387165685754697,-0.0157531935681648,0.0543727537143553,0.0222574476998376,0.0155522897191061,0.0010501290396944
920,0.0666549816729225,0.0534239002823765,0.085949727648405,0.104784213703131,0.096997193053186,0.0439556795691528,0.10624983705585,0.0718171719021778
921,0.0110374987763236,0.0334285441942641,0.00555208086669823,0.0449807799047,0.0011504337351966,0.0206247899104945,0.00139738937305878,0.0295769367796895
922,-0.00645063606832565,-0.0341724883427467,0.0321271038431367,-0.0407381940311452,0.00103066307491724,-0.0297661525040691,0.0494210637243471,-0.0404623253271532
923,-0.0035649774909706,0.0149008907459902,-0.000917099750330164,-0.00885994713384006,0.00921503457674036,0.016124266115907,0.0097033252531469,0.00850352272453188
924,-0.0292629520243659,-0.0147337393705257,-0.0265168625323404,-0.0188263581026374,-0.0534473599680826,-0.0201950380275226,-0.00540854140375442,-0.0642321063943264
927,0.00821359020541736,0.0421420936154485,-0.0471820666037172,0.0197960288500017,0.0227265109399872,0.0445185077831853,-0.01191375711938,0.0148674694099537
928,5.70890723723683e-05,0.0244903127134998,-0.0154952317075113,0.0429985577451067,-0.00883673726313065,0.0182797867424922,-0.024839787012465,0.0499290387799575
929,0.00344599846823835,0.0238034278485482,-0.0200398136672443,0.0333263860422744,0.0203909816702649,0.0252143793728349,-0.0285240874393347,0.0315063951278229
930,-0.0144996938451364,0.0186678232890208,0.00377073981479509,-0.0106442854270733,-0.019844551368421,-0.000747637372200918,-0.0186858655064509,-0.0162669165861466
931,-0.0575878651086083,-0.00442769724953035,-0.00801907427755202,0.00468743761390726,-0.0512552351174255,0.00251885671228884,0.00493399351185938,0.00458686308816413
932,-0.0169445208391242,-0.0228759458284135,0.0020007394589591,-0.00532197791551811,-0.0135349459604442,0.0248654804790401,0.0110473681214828,0.0220250182989531
933,0.022684590240197,0.0511648880582028,0.0494271618964758,0.072346414478267,0.0468092104217475,0.035998066753125,0.0376593181904846,0.062602757843805
934,0.0105487971596872,-0.00261514973560965,0.0562798176580119,-0.0354558431655387,0.00442294055757195,-0.0117192065983187,0.0178301593838953,0.011713557811312
935,-0.0112782294502843,0.0238275508906266,-0.0123421705137561,-0.0270021460219329,-0.0170314732706526,0.00930624067481565,-0.0253677243235208,-0.0354224859064038
936,0.011552510902407,0.0377165891569308,-0.0383878352803306,-0.00771096367913258,-0.0284780857483532,0.0266843154758393,-0.0253176370847263,-0.0111225293991618
937,0.0209161807062824,0.0399380968166124,-0.0203762333756393,-0.0100149849875793,0.0409074709554877,0.034783143929959,-0.0237399922520073,-0.0300024304371491
